0,0,0,0,0,0,0,0,0,41
1,0,0,0,0,0,0,0,0,40
2,0,0,0,0,0,0,0,0,40
3,0,0,0,0,0,0,0,0,40
0,1,0,0,0,0,0,0,0,39
1,1,0,0,0,0,0,0,0,38
2,1,0,0,0,0,0,0,0,39
3,1,0,0,0,0,0,0,0,39
0,2,0,0,0,0,0,0,0,39
1,2,0,0,0,0,0,0,0,39
2,2,0,0,0,0,0,0,0,38
3,2,0,0,0,0,0,0,0,39
0,3,0,0,0,0,0,0,0,39
1,3,0,0,0,0,0,0,0,39
2,3,0,0,0,0,0,0,0,39
3,3,0,0,0,0,0,0,0,38
0,0,1,0,0,0,0,0,0,39
1,0,1,0,0,0,0,0,0,38
2,0,1,0,0,0,0,0,0,38
3,0,1,0,0,0,0,0,0,38
0,1,1,0,0,0,0,0,0,37
1,1,1,0,0,0,0,0,0,36
2,1,1,0,0,0,0,0,0,37
3,1,1,0,0,0,0,0,0,37
0,2,1,0,0,0,0,0,0,38
1,2,1,0,0,0,0,0,0,37
2,2,1,0,0,0,0,0,0,37
3,2,1,0,0,0,0,0,0,38
0,3,1,0,0,0,0,0,0,38
1,3,1,0,0,0,0,0,0,38
2,3,1,0,0,0,0,0,0,38
3,3,1,0,0,0,0,0,0,37
0,0,2,0,0,0,0,0,0,39
1,0,2,0,0,0,0,0,0,38
2,0,2,0,0,0,0,0,0,38
3,0,2,0,0,0,0,0,0,38
0,1,2,0,0,0,0,0,0,38
1,1,2,0,0,0,0,0,0,37
2,1,2,0,0,0,0,0,0,37
3,1,2,0,0,0,0,0,0,38
0,2,2,0,0,0,0,0,0,37
1,2,2,0,0,0,0,0,0,37
2,2,2,0,0,0,0,0,0,36
3,2,2,0,0,0,0,0,0,37
0,3,2,0,0,0,0,0,0,38
1,3,2,0,0,0,0,0,0,38
2,3,2,0,0,0,0,0,0,38
3,3,2,0,0,0,0,0,0,37
0,0,3,0,0,0,0,0,0,39
1,0,3,0,0,0,0,0,0,38
2,0,3,0,0,0,0,0,0,38
3,0,3,0,0,0,0,0,0,38
0,1,3,0,0,0,0,0,0,38
1,1,3,0,0,0,0,0,0,38
2,1,3,0,0,0,0,0,0,38
3,1,3,0,0,0,0,0,0,37
0,2,3,0,0,0,0,0,0,38
1,2,3,0,0,0,0,0,0,38
2,2,3,0,0,0,0,0,0,38
3,2,3,0,0,0,0,0,0,37
0,3,3,0,0,0,0,0,0,37
1,3,3,0,0,0,0,0,0,37
2,3,3,0,0,0,0,0,0,37
3,3,3,0,0,0,0,0,0,36
0,0,0,1,0,0,0,0,0,39
1,0,0,1,0,0,0,0,0,38
2,0,0,1,0,0,0,0,0,38
3,0,0,1,0,0,0,0,0,39
0,1,0,1,0,0,0,0,0,38
1,1,0,1,0,0,0,0,0,37
2,1,0,1,0,0,0,0,0,37
3,1,0,1,0,0,0,0,0,38
0,2,0,1,0,0,0,0,0,38
1,2,0,1,0,0,0,0,0,37
2,2,0,1,0,0,0,0,0,37
3,2,0,1,0,0,0,0,0,38
0,3,0,1,0,0,0,0,0,37
1,3,0,1,0,0,0,0,0,37
2,3,0,1,0,0,0,0,0,37
3,3,0,1,0,0,0,0,0,36
0,0,1,1,0,0,0,0,0,38
1,0,1,1,0,0,0,0,0,37
2,0,1,1,0,0,0,0,0,37
3,0,1,1,0,0,0,0,0,38
0,1,1,1,0,0,0,0,0,37
1,1,1,1,0,0,0,0,0,36
2,1,1,1,0,0,0,0,0,36
3,1,1,1,0,0,0,0,0,37
0,2,1,1,0,0,0,0,0,37
1,2,1,1,0,0,0,0,0,36
2,2,1,1,0,0,0,0,0,37
3,2,1,1,0,0,0,0,0,37
0,3,1,1,0,0,0,0,0,36
1,3,1,1,0,0,0,0,0,36
2,3,1,1,0,0,0,0,0,36
3,3,1,1,0,0,0,0,0,35
0,0,2,1,0,0,0,0,0,38
1,0,2,1,0,0,0,0,0,37
2,0,2,1,0,0,0,0,0,37
3,0,2,1,0,0,0,0,0,37
0,1,2,1,0,0,0,0,0,37
1,1,2,1,0,0,0,0,0,36
2,1,2,1,0,0,0,0,0,37
3,1,2,1,0,0,0,0,0,37
0,2,2,1,0,0,0,0,0,36
1,2,2,1,0,0,0,0,0,36
2,2,2,1,0,0,0,0,0,35
3,2,2,1,0,0,0,0,0,36
0,3,2,1,0,0,0,0,0,37
1,3,2,1,0,0,0,0,0,37
2,3,2,1,0,0,0,0,0,37
3,3,2,1,0,0,0,0,0,36
0,0,3,1,0,0,0,0,0,37
1,0,3,1,0,0,0,0,0,36
2,0,3,1,0,0,0,0,0,37
3,0,3,1,0,0,0,0,0,36
0,1,3,1,0,0,0,0,0,36
1,1,3,1,0,0,0,0,0,36
2,1,3,1,0,0,0,0,0,36
3,1,3,1,0,0,0,0,0,35
0,2,3,1,0,0,0,0,0,37
1,2,3,1,0,0,0,0,0,36
2,2,3,1,0,0,0,0,0,37
3,2,3,1,0,0,0,0,0,36
0,3,3,1,0,0,0,0,0,36
1,3,3,1,0,0,0,0,0,35
2,3,3,1,0,0,0,0,0,36
3,3,3,1,0,0,0,0,0,35
0,0,0,2,0,0,0,0,0,39
1,0,0,2,0,0,0,0,0,38
2,0,0,2,0,0,0,0,0,38
3,0,0,2,0,0,0,0,0,39
0,1,0,2,0,0,0,0,0,38
1,1,0,2,0,0,0,0,0,37
2,1,0,2,0,0,0,0,0,37
3,1,0,2,0,0,0,0,0,38
0,2,0,2,0,0,0,0,0,38
1,2,0,2,0,0,0,0,0,37
2,2,0,2,0,0,0,0,0,37
3,2,0,2,0,0,0,0,0,38
0,3,0,2,0,0,0,0,0,37
1,3,0,2,0,0,0,0,0,37
2,3,0,2,0,0,0,0,0,37
3,3,0,2,0,0,0,0,0,36
0,0,1,2,0,0,0,0,0,38
1,0,1,2,0,0,0,0,0,37
2,0,1,2,0,0,0,0,0,37
3,0,1,2,0,0,0,0,0,37
0,1,1,2,0,0,0,0,0,36
1,1,1,2,0,0,0,0,0,35
2,1,1,2,0,0,0,0,0,36
3,1,1,2,0,0,0,0,0,36
0,2,1,2,0,0,0,0,0,37
1,2,1,2,0,0,0,0,0,37
2,2,1,2,0,0,0,0,0,36
3,2,1,2,0,0,0,0,0,37
0,3,1,2,0,0,0,0,0,37
1,3,1,2,0,0,0,0,0,37
2,3,1,2,0,0,0,0,0,37
3,3,1,2,0,0,0,0,0,36
0,0,2,2,0,0,0,0,0,38
1,0,2,2,0,0,0,0,0,37
2,0,2,2,0,0,0,0,0,37
3,0,2,2,0,0,0,0,0,38
0,1,2,2,0,0,0,0,0,37
1,1,2,2,0,0,0,0,0,37
2,1,2,2,0,0,0,0,0,36
3,1,2,2,0,0,0,0,0,37
0,2,2,2,0,0,0,0,0,37
1,2,2,2,0,0,0,0,0,36
2,2,2,2,0,0,0,0,0,36
